,GENE,INTERACTORS
37,APC,"APC,PCNA,APC,COG4,APC,RP11-228B15.5,Apc,PTPN13,APC,Axin1,APC,Ctnna1,APC,KIF5B,PF4,PROC,APC,UNQ601,APC,HECTD1,ANKRD28,APC,APC,ND4,APC,HGS,APC,DAMC-258G8.6,APC,CTBP1,APC,TUBA4A,APC,PPP1R13B,APC,NUP107,Apc,LA16c-314G4.3,APC,RP11-206I15.1,APC,KRT13,Apc,OK/SW-cl.35,APC,NUPL2,APC,RNF114,PROC,TK1,APC,MCM3AP,APC,Nhsl1,APC,RP23-378G22.2,APC,SASS6,APC,Dmel_CG6193,APC,RP11-298J20.4,APC,OK/SW-cl.35,PROC,SERPINA5,APC,RP3-472A9.1,APC,RBM4B,APC,TRAF1,APC,FAM214A,APC,NAV3,APC,KIAA1328,APC,STRN,APC,RP1-290I10.1,APC,EXPH5,APC,NAV2,DADB-127H9.2,PROC,APC,VHL,ACADVL,APC,APC,SNRNP200,APC,MYH11,Dmel_CG6193,OK/SW-cl.35,APC,TNKS,APC,NUP153,APC,SYNC,APC,MAPRE1,Apc,RP11-403E24.2,APC,UNQ642/PRO1272,APC,KRT19,APC,SIAH1,APC,UNQ340/PRO539,APC,SAV1,PROC,UNQ6114,APC,KRT14,APC,KRT23,APC,FHOD1,APC,SCRIB,APC,RP11-403E24.2,APC,RP11-753C18.1,APC,CYTH2,APC,TFF1,APC,RP11-537A6.8,APC,KIAA1683,APC,RPGRIP1L,APC,RP23-43J1.4,APC,FBXW11,APC,RP11-422P24.3,APC,ERBB2IP,APC,USP7,APC,LA16c-314G4.3,APC,STRN4,APC,RP11-545I5.4,APC,HSPC275,APC,DVL2,APC,RP1-41P2.9,APC,RANBP9,APC,NAT2,APC,NUP98,APC,DLGAP1,APC,DADB-127H9.2,APC,Otud7b,AP2B1,APC,APC,RP1-142L7.4,APC,RP23-94F11.1,APC,CREBBP,APC,PTK2,APC,HNRNPM,APC,MBD5,APC,RP11-316M1.1,APC,HSPA5,AP2M1,APC,APC,SYNPO,APC,TAF1,APC,UBC,APC,SPTBN1,APC,CSNK2A1,PROC,UQCRH,APC,UNQ258/PRO295,APC,PPP2R5A,APC,CEP128,APC,NAV1,APC,hCG_38480,APC,RP11-84A14.1,APC,SPECC1L,AKAP13,APC,APC,LAMA3,Apc,JUP,APC,EPAS1,APC,ZNF106,APC,BUB3,APC,ST14,APC,NEB,APC,RP11-67K19.1,APC,KRT5,APC,JUP,APC,ZNF785,APC,RANBP2,APC,RP3-523K23.2,APC,MAD1L1,APC,Gsk3b,APC,MAPRE2,APC,SFN,APC,RP11-395P17.5,APC,ING5,APC,APC,APC,LPHN1,APC,NUP54,APC,RP3-477O4.2,APC,tcag7.78,APC,RP1-5O6.1,APC,ARHGEF4,APC,STRN3,APC,RP11-108L7.8,APC,SENP1,APC,Usp7,APC,CGNL1,APC,PSMD1,APC,POM121C,ACTN1,APC,PROC,WNT5A,ANKRD17,APC,APC,RP4-547C9.3,APC,NCKAP5,APC,Tnks2,APC,UBR5,APC,MARK2,APC,RP23-392I3.6,APC,RP3-351K20.1,APC,GSK3B,APC,GIGYF2,Apc,XPO1,APC,PKP2,APC,NOSTRIN,APC,HSPC071,APC,YWHAQ,APC,CASC3,APC,RP11-433J16.1,APC,BBX,APC,MYH10,APC,CSNK1A1,APC,ZNF408,APC,HOXC6,APC,XPO1,PDF,PROC,APC,Ctnnb1,APC,RP11-529I10.2,APC,BUB1B,APC,COG5,APC,SMARCB1,APC,RP11-324E23.2,APC,POM121,APC,WIZ,APC,TELO2,APC,XX-FW83128A1.1,APC,LATS2,APC,SPTBN2,APC,RP1-130E4.2,AGFG1,APC,Apc,RP11-298J20.4,Dmel_CG6193,RP5-1068B5.2,APC,RP1-190I16.1,ALDH2,APC,APC,TRIM21,APC,CCL5,Apc,DC12,APC,Zranb1,APC,HSPC261,APC,TPR,APC,FP1193,APC,TRIM25,APC,AXIN2,NPB,PROC,APC,MAD2L1,APC,CCDC6,APC,RP11-263K19.2,APC,KRT17,APC,FKSG11,APC,RP23-120A4.1,APC,RP3-361I14.2,APC,RP11-291O7.3,Apc,CTNNA1,APC,USP30,APC,IL24,APC,SMC3,APC,DIRAS3,APC,BUB1,APC,RP23-176N9.2,APC,HTRA2,APC,LIN7C,APC,MBD4,APC,COPS5,Apc,PUF60,APC,CTNNA1,APC,RP11-544A12.7,PROC,PROCR,PROC,PROS1,APC,CSNK1D,APC,MACF1,APC,PP6345,APC,KRT15"
38,FBN2,"FBN2,RP3-330O12.3,FBN2,RP11-426L16.6,FBN2,UNQ193/PRO219,FBN2,ZFP41,FBN2,RP5-1167H4.6,FBN2,SFRP4,FBN2,ZNF408,FBN2,FOXD4L6,FBN2,RP11-220B22.2,FBN2,HIV1gp5,FBN2,UNQ2552/PRO6181,FBN2,PRG2,ELN,FBN2,FBN2,Htt,FBN2,VWCE,FBN2,PTEN,FBN2,UNQ486/PRO1002"
39,DNAH8,"EGFR,RP1-202I21.7,GAN,RP1-202I21.7"
40,CUL9,"RP3-330M21.2,TP53,RAB6B,RP3-330M21.2,RP3-330M21.2,UBE2G1,CYCS,RP3-330M21.2,CUL7,RP3-330M21.2,RP3-330M21.2,UBE2L3,RP11-554C12.1,RP3-330M21.2,RP3-330M21.2,RP3-330M21.2,GLMN,RP3-330M21.2,RP3-330M21.2,SIRT7,RP3-330M21.2,SOX2,RP3-330M21.2,RP5-884M20.3"
41,DST,"CDK2,RP3-361I14.2,ITGB4,RP3-361I14.2,RP11-90M2.2,RP3-361I14.2,RP11-520M5.1,RP3-361I14.2,RP23-244H7.2,RP3-361I14.2,Calml3,RP3-361I14.2,RP3-361I14.2,TMEM17,RP11-16H23.2,RP3-361I14.2,RP3-361I14.2,UNK,RP3-361I14.2,SH3BP5,ERBB2IP,RP3-361I14.2,OBSL1,RP3-361I14.2,RP11-452K12.5,RP3-361I14.2,CELSR3,RP3-361I14.2,COPS7B,RP3-361I14.2,PPP1CB,RP3-361I14.2,CCDC8,RP3-361I14.2,RP3-361I14.2,TERF2,RP3-361I14.2,RP4-730B13.1,PRMT5,RP3-361I14.2,HSPC187,RP3-361I14.2,RP1-68O2.1,RP3-361I14.2,RP11-421P11.9,RP3-361I14.2,MAGEA1,RP3-361I14.2,MAPK6,RP3-361I14.2,MOB1A,RP3-361I14.2,Actb,RP3-361I14.2,CALM1,RP3-361I14.2,MAPRE1,RP3-361I14.2,RP3-361I14.2,STK3,KIAA1549,RP3-361I14.2,AL583886.1,RP3-361I14.2,RP3-361I14.2,Tpm1,Coro1c,RP3-361I14.2,RP23-446O17.1,RP3-361I14.2,Flot1,RP3-361I14.2,RP11-114M11.1,RP3-361I14.2,MYO18A,RP3-361I14.2,RP3-361I14.2,SIRT7,MTNR1B,RP3-361I14.2,RP3-361I14.2,TRAF3IP1,RP3-361I14.2,RP5-1066H13.1,PP624,RP3-361I14.2,RP23-298E4.6,RP3-361I14.2,BM-012,RP3-361I14.2,CAPZA2,RP3-361I14.2,RP3-361I14.2,TERF1,RP1-319D22.1,RP3-361I14.2,APC,RP3-361I14.2,RP3-361I14.2,UBXN6,DBN1,RP3-361I14.2,ANLN,RP3-361I14.2,PRKAB2,RP3-361I14.2,RP23-368I1.2,RP3-361I14.2,MCM2,RP3-361I14.2,AT3G47690,RP3-361I14.2,CEP63,RP3-361I14.2,RP3-361I14.2,TNIK,RP3-361I14.2,Tecpr2,MOB1B,RP3-361I14.2,FKSG30,RP3-361I14.2,CDH1,RP3-361I14.2,DCTN1,RP3-361I14.2,IQGAP1,RP3-361I14.2,RP23-136K12.2,RP3-361I14.2,RP1-147M19.1,RP3-361I14.2,ITSN2,RP3-361I14.2,GAN,RP3-361I14.2,PAK2,RP3-361I14.2,RP11-386D8.2,RP3-361I14.2,RP3-361I14.2,SPAC18G6.15"
42,MDN1,"RP1-122O8.1,UNQ326/PRO386,ART3,RP1-122O8.1,NOTCH1,RP1-122O8.1,HUSSY-07,RP1-122O8.1,PARP16,RP1-122O8.1,FN1,RP1-122O8.1,RP1-122O8.1,UNQ189/PRO215,RP1-122O8.1,Tmed10,RP1-122O8.1,RP23-132N23.17-001,Chmp3,RP1-122O8.1,ATOH1,RP1-122O8.1,RP1-122O8.1,TGOLN2,RP1-122O8.1,UBC,LRRK2,RP1-122O8.1,CUL7,RP1-122O8.1,RP1-122O8.1,RP23-29D15.3,RP1-122O8.1,RP1-319D22.1,RP1-122O8.1,RP11-383C12.1,RP1-122O8.1,RP11-208F1.2,RP1-122O8.1,SHFM1,RP1-122O8.1,SRP19,RP1-122O8.1,RP11-529I10.2,RP1-122O8.1,RP11-399O19.7,GSK3A,RP1-122O8.1,BRIX1,RP1-122O8.1,RP1-122O8.1,UNQ6505/PRO21383,BOP1,RP1-122O8.1,APLNR,RP1-122O8.1,RP1-122O8.1,UNQ735/PRO1429,FOXL1,RP1-122O8.1,HDAC11,RP1-122O8.1,RP1-122O8.1,SUMO2,RP1-122O8.1,SOX2,PELP1,RP1-122O8.1,RP1-122O8.1,SMARCAD1,RP1-122O8.1,RP5-889N15.1,RP1-122O8.1,SNW1,DPEP1,RP1-122O8.1,RP1-122O8.1,TUBB3,RP1-122O8.1,WDR12,OK/SW-cl.40,RP1-122O8.1,RP1-122O8.1,VCP,RP1-122O8.1,Wiz,RP1-122O8.1,RP11-216B9.3,RP1-122O8.1,STK17B,OBSL1,RP1-122O8.1,CD70,RP1-122O8.1,BECN1,RP1-122O8.1,RP1-122O8.1,RP11-443G18.2,RP1-122O8.1,SIRT7,CCDC8,RP1-122O8.1"
43,RARS2,"CLN3,RP3-382I10.6,ATP12A,RP3-382I10.6,RP11-298E9.1,RP3-382I10.6,RP11-444E17.1,RP3-382I10.6,NTRK1,RP3-382I10.6,MCCC1,RP3-382I10.6,LPAR6,RP3-382I10.6,CPS1,RP3-382I10.6,RP11-151A6.1,RP3-382I10.6,RP3-382I10.6,Rhoa,NSDHL,RP3-382I10.6,PHLDA3,RP3-382I10.6,RP3-382I10.6,UNQ2514/PRO6003,GLS,RP3-382I10.6,NPY2R,RP3-382I10.6,IL13RA2,RP3-382I10.6,PREPL,RP3-382I10.6,ARL8A,RP3-382I10.6,MSTP027,RP3-382I10.6,PDPR,RP3-382I10.6"
44,MROH7-TTC4,
45,MYOM2,"MYOM2,TERF2,HSPB2,MYOM2"
46,MCPH1,"MCPH1,RP11-298P3.4,ATR,MCPH1,MCPH1,RP11-114F7.2,MCPH1,RAD51,CHEK1,MCPH1,MCPH1,SMARCB1,DAAP-285E11.7,MCPH1,MCM2,MCPH1,MCPH1,SMARCC2,ATM,MCPH1,E2F1,MCPH1,H2AFX,MCPH1,MCPH1,RP11-185C18.3,KRAS,MCPH1,MCPH1,TP53BP1,MCPH1,RPA1,CDC27,MCPH1,MCPH1,USP8,CHD4,MCPH1,CRACR2A,MCPH1,MCPH1,SMARCA2,MCPH1,NBN,MCPH1,SMARCA4,MCPH1,RP1-184J9.1,BIRC6,MCPH1,MCPH1,SMARCC1,KL04P,MCPH1"
47,SULF1,"PIG53,SULF1,APP,SULF1,SULF1,UNQ156/PRO182,SULF1,UNQ292/PRO331,LYZL2,SULF1,SDC2,SULF1"
48,PLEC,"PLEC,PPIP5K2,BAG3,PLEC,PLEC,RP11-501I19.1,GRB2,PLEC,PDLIM7,PLEC,P/OKcl.14,PLEC,PLEC,RP11-124N14.1,PHB,PLEC,PLEC,RP11-228B15.5,C17orf85,PLEC,PLEC,RP11-427H3.3,OBSL1,PLEC,MTDH,PLEC,PLEC,RP11-573G6.1,EZH2,PLEC,PLEC,SUZ12,NOMO1,PLEC,PLEC,SMC4,DFNA5,PLEC,CCDC68,PLEC,NUP88,PLEC,PLEC,RAPGEF2,HSPC057,PLEC,DLST,PLEC,NOS2,PLEC,FKSG86,PLEC,PLEC,TKT,NCAPH,PLEC,PLEC,SOCS6,DVL3,PLEC,PLEC,RP1-130E4.1,MCM2,PLEC,PLEC,SP1,PLEC,SLTM,CDK2,PLEC,PLEC,PPP1CB,CTA-268H5.7,PLEC,CCDC8,PLEC,PLEC,QSER1,NCAPG,PLEC,PLEC,PTEN,PLEC,USP20,MLF1,PLEC,PLEC,SPTA1,AL583886.1,PLEC,CUL7,PLEC,PLEC,SKI,PLEC,QARS,Lima1,PLEC,MYO18A,PLEC,PLEC,TRA2A,PAN2,PLEC,PLEC,RP11-704J17.4,CCAR2,PLEC,NIPSNAP1,PLEC,PLEC,VCP,PLEC,VCAM1,PLEC,tcag7.1034,PLEC,RP11-421P11.9,EED,PLEC,PLEC,RP11-723P2.1,PLEC,SYNPO,AHNAK,PLEC,PLEC,UBC,PLEC,URGCP,AL049757.1,PLEC,PLEC,SPTAN1,HSPC075,PLEC,BUB1,PLEC,PLEC,RP1-319D22.1,Cep78,PLEC,PLEC,TJP1,PLEC,RP3-358H7.2,CUL3,PLEC,PLEC,PLEKHA5,MAPRE1,PLEC,ATOH1,PLEC,NEFM,PLEC,PLEC,UQCRC1,PLEC,TSGA10,PLEC,SNW1,PLEC,SFN,C6orf141,PLEC,GBF1,PLEC,DDX19B,PLEC,PLEC,RP3-434P1.1,MYO19,PLEC,CCDC88A,PLEC,PLEC,SIRT7,IQGAP1,PLEC,GAN,PLEC,FMNL1,PLEC,ITGB4,PLEC,Plec,STXBP5L,PLEC,UBE2D2,ETS1,PLEC,Calml3,PLEC,JUP,PLEC,PLEC,RABEP1,PLEC,RP1-184J9.3,ITGA4,PLEC,PLEC,SEC24B,PLEC,PP624,PLEC,PRO0324,FN1,PLEC,PLEC,XX-FW83128A1.1,LRRK2,PLEC,PLEC,RP13-444K19.2,MAP2,PLEC,PLEC,WNK1,HACE1,Plec,PLEC,RP11-262P20.3,PLEC,RP1-68O2.1,CAPZA2,PLEC,GNAI2,PLEC,ANLN,PLEC,ISG15,PLEC,Flnb,PLEC,CDH1,PLEC"
49,FOCAD,"FOCAD,RP11-11N7.3,FOCAD,SLAIN2,FOCAD,XX-FW83563B9.1,FOCAD,RP23-244N6.4,FOCAD,RP23-77A2.2,FOCAD,UNQ326/PRO386,FOCAD,RP11-178G16.3,FOCAD,NTRK1,FOCAD,RP11-3J11.4,FOCAD,UBE2D3,FOCAD,RAD21"
50,AGL,"AGL,NHLRC1,AGL,DAK,AGL,YTHDF2,AGL,GLO1,AGL,OK/SW-cl.81,AGL,ASB15,AGL,COPS5,AGL,NXF1,AGL,GENX-3414,AGL,RP11-343H5.1,AGL,RP11-397D12.2,AGL,UNQ3124,AGL,NTRK1,AGL,PSMB6,AGL,PP8985,AGL,GCK,AGL,Ppp1r3b,AGL,RP11-314N13.2,AGL,ASPSCR1,AGL,PRKAA2,AGL,CUL4B,AGL,RNF126,AGL,KHK,AGL,SDHB,AGL,USP5,AGL,SP100,AGL,SULT1E1,AGL,VPS25,AGL,RP11-297A16.3,AGL,SERPINE2,AGL,SPATA20,AGL,RP11-518L10.4,AGL,PRKAB2,AGL,CGI-26,AGL,RP11-426L16.2,AGL,ASB3,AGL,HSPC322,AGL,GCLC,AGL,CUL3,AGL,CUL1,AGL,MAN2B1,AGL,FKBP1B,Btg2,RP4-811H24.2,AGL,CAT,AGL,CARKD,AGL,FOXA2,Btg2,HDAC4,AGL,PKM,AGL,CUL5,AGL,RP11-625L16.4,AGL,LGR4,AGL,DCUN1D1,AGL,MCFD2,AGL,GARS"
51,LAMC3,"POT1,RP11-143H20.1,CWC25,RP11-143H20.1,PELI2,RP11-143H20.1,RP11-143H20.1,YTHDC1,GIG24,RP11-143H20.1,DADB-122G4.5,RP11-143H20.1,LGMN,RP11-143H20.1,CSNK2A2,RP11-143H20.1,PSEC0252,RP11-143H20.1,ANXA5,RP11-143H20.1,RP11-143H20.1,RP11-419N10.4,HP,RP11-143H20.1,RP11-143H20.1,RP11-452K12.1,RP11-143H20.1,ZNF160,NR1H2,RP11-143H20.1,CYP2E1,RP11-143H20.1,EPB41L4B,RP11-143H20.1,KIF1C,RP11-143H20.1,PRO1400,RP11-143H20.1,RP11-143H20.1,RP11-175D17.6"
52,OGDHL,"OGDHL,STAT3,OGDHL,RP11-455B2.6,MDM2,OGDHL,OGDHL,tcag7.39,NFKBIA,OGDHL,OGDHL,SMYD1"
53,NRAP,"RP11-178G16.3,RP11-190F19.1,RAPGEF2,RP11-351M8.1,NOL6,ZFC3H1,GS1-120K12.1,NOL6,BDP1,RAPGEF2,NOL6,SIRT7,DAQB-147D11.1,RAPGEF2,MPHOSPH10,NOL6,LAP3,RAPGEF2,BM-013,NOL6,RAPGEF2,TNKS,RAPGEF2,RP11-88H12.2,RAPGEF2,RP3-349A12.1,NOL6,RPL18A,EGFR,NOL6,HSPC277,NOL6,NOL6,ZNF512,RAPGEF2,RP23-98K7.1,PLEC,RAPGEF2,RP11-190F19.1,TRIM63,DDX24,NOL6,NOL6,XX-FW83563B9.1,G3BP1,NOL6,RAPGEF2,SLC25A11,NOL6,ZNF746,PRKAA2,RP11-190F19.1,NOL6,RP11-58A11.4,PTPN13,RAPGEF2,FBXW11,RAPGEF2,DDX18,NOL6,IKZF5,NOL6,HTT,RAPGEF2,KCTD5,RAPGEF2,RAPGEF2,WWOX,RAPGEF2,UBC,NOL6,RP11-11N7.3,PRKCI,RAPGEF2,RAPGEF2,SND1,RAPGEF2,RP11-54H19.1,RAPGEF2,TJP1,NOL6,RPS4X,RAPGEF2,SREK1IP1,RAPGEF2,RP5-1170K4.4,NOC2L,NOL6,RAPGEF2,RP4-659F15.2,NAP1L5,NOL6,RAPGEF2,TTN,RAPGEF2,RP1-315G1.5,EPB41L5,RAPGEF2,IFI16,NOL6,NOL6,RP11-324J2.1,EED,NOL6,NOL6,RP11-573G6.1,KIF11,RAPGEF2,RAPGEF2,YAP1,CGI-95,RAPGEF2,RAP1A,RAPGEF2,KIF5A,RAPGEF2,PSEC0156,RAPGEF2,RAPGEF2,SP140L,NOL6,RP5-1034F7.2,NOL6,RP11-426L16.2,RAPGEF2,RP11-190A12.5,KIF5B,RAPGEF2,FBL,NOL6,HSPC049,RAPGEF2,COX5A,RAPGEF2,RAPGEF2,RP11-326L24.1,HIST2H4B,RAPGEF2,NOL10,NOL6,MECP2,NOL6,RAPGEF2,RP11-529I10.2,LRR1,RAPGEF2,NOL6,NXF1,CGI-09,RAPGEF2,RACGAP1,RAPGEF2,RAPGEF2,ZNF512B,LA16c-358B7.1,NOL6,NOL6,UTP20,PRPSAP1,RAPGEF2,NOL6,RPS5,NOL6,RPS7,NOL6,OBSL1,CTA-126B4.5,NOL6,NOL6,NPM1,NOL6,NOP2,CTTNBP2,RAPGEF2,NOL6,RRP9,HSPC120,NOL6,NOL6,SORT1,GS1-174L6.1,RAPGEF2,DADB-159G18.3,NOL6,PIG53,RAPGEF2,RAPGEF2,RP11-342H3.1,RAPGEF2,RP4-730K3.1,RAPGEF2,RP5-891H21.3,NOL6,Srp72,NOL6,RP23-77A2.2,PD04912,RAPGEF2,RAPGEF2,SCYL2,NOL6,hucep-1,FLNC,RAPGEF2,GENX-3947,RAPGEF2,LIN28A,NOL6,ATP8,RAPGEF2,NOL6,RP4-686C3.1,RAPGEF2,XPO1,RAP2B,RAPGEF2,DHX15,NOL6,RAPGEF2,SEC62,NOL6,SIAH1,RAPGEF2,SSSCA1,RP11-190F19.1,RP5-1068B5.2,CCDC132,RAPGEF2"
54,PHRF1,"HIST3H3,PHRF1,PHRF1,SIRT7,CSNK2A2,PHRF1,JMJD6,PHRF1,AC002059.7,PHRF1,PHRF1,PPP1CA,COPS5,PHRF1,NBN,PHRF1,DLST,PHRF1,AGPAT2,PHRF1,CTA-216E10.7,PHRF1,NLRP3,PHRF1,PHRF1,XRCC5,DADB-127H9.2,PHRF1,KIF21A,PHRF1,AL133330.1,PHRF1"
55,ANO5,"ANO5,EGFR,ANO5,PTGIR"
56,MADD,"FP585,RP3-469A13.1,ATP5A1,ETFA,ALDH1B1,ETFA,ETFA,EXOSC4,ETFA,MYC,ETFA,RP1-224A6.5,ETFA,HSPB2,ETFA,HADHA,MADD,PIDD1,MADD,RP11-284B18.5,ETFA,RP11-114M11.1,ETFA,NDUFAB1,FP585,RABGGTA,ETFA,RAB2A,COQ2,ETFA,MADD,XPO1,FP585,RP3-353E16.2,ETFA,RP5-886K2.6,ETFA,RAB6B,FP585,RP11-82H13.1,ETFDH,HSPC326,ETFA,VDAC1,FP585,RP3-470L14.2,ETFA,YKT6,COX15,ETFA,ARF5,ETFA,DAAP-97M17.4,ETFA,MADD,SOCS6,ETFA,IDH3A,DLST,FP585,CAPG,FP585,ETFA,UBA5,ETFA,RAB5C,ATL3,FP585,ETFA,RP11-443G18.6,AKAP11,FP585,ETFA,HDAC5,MADD,POT1,FP585,HT028,ETFA,RP11-397D12.2,APP,FP585,CUL7,ETFA,ETFA,tcag7.39,ETFA,NDUFS3,Bmpr1a,FP585,FP585,My039,ETFA,RAB1B,BCAT2,ETFA,FP585,IVD,FP585,RP23-176N9.2,ETFA,UNQ1845/PRO3573,MADD,RP5-902P8.6,CASC5,FP585,FP585,PLCH1,FP585,GPX4,FP585,NTRK1,ETFA,RP11-511I2.1,ETFA,RP4-682C21.1,FP585,XPO1,FP585,HADH,ETFA,RAB6A,CUL7,FP585,FP585,SOD1,ETFA,PIG19,ETFA,SORD,CANX,ETFA,ETFA,PAICS,CCDC8,ETFA,MADD,NXPH2,ETFA,GPX4,MADD,YWHAZ,ETFA,NTRK1,EIF2S2,ETFA,ETFA,SMS,ETFA,LDHB,ETFA,PSEC0245,ARL8B,ETFA,ETFA,HSD17B12,MADD,PRMT6,ETFA,SGTB,FP585,LYRM5,FP585,LRPPRC,ETFA,PSEC0082,MADD,RP3-337O18.7,ETFA,PP894,ETFA,RP4-568C11.2,ETFA,hCG_17428,DOCK5,MADD,ETFA,UQCRC2,FP585,RP11-114M11.1,CTSD,ETFA,MADD,RB1CC1,ETFA,GLS,FP585,NDUFAB1,FP585,GMCL1,ARF4,ETFA,ETFA,HNRNPD,ETFA,IVD,ETFA,ICT1,MADD,RP5-1037B23.1,ETFDH,NXF1,CGI-141,FP585,ETFA,RP11-215I23.1,ETFA,RAB1A,CGI-10,ETFA,ETFA,TPM1,DDA1,ETFA,ETFA,RP23-196C23.4,DDX39A,ETFA,MADD,TNFRSF1A,MADD,RP11-67C2.3,ETFA,RP11-528D24.2,ETFA,HERC2,MADD,SYT12,ETFA,KYNU,MADD,SYT3,ETFA,PCMT1,MADD,RP11-714M16.1,ETFA,FP585,ETFA,LYRM5,ETFDH,RP3-339A18.2,ETFA,HADH,DAMA-277I14.1,MADD,MADD,NTRK1,MADD,SHMT2,ETFA,RAB5B,ETFA,LDHAL6A,DN-393H17.2,FP585,ETFDH,RP11-426L16.2,ETFA,NIT1,FP585,PRKAR1B,ETFA,RP11-401E9.1,CGI-126,ETFA,FP585,RP11-397D12.2,MADD,TSPYL6,BAG3,ETFA,ADRB2,FP585,MADD,VPS13D,FP585,tcag7.39,FP585,RP5-890O15.2,BBS7,MADD,C8orf82,ETFA,ETFA,SUCLG2,ARF1,ETFA,ETFA,PSEN1,ETFA,PPP6R3"
