,INTERACTOR_A,INTERACTOR_B
1806,RUSC1,INSC
1807,PRR35,INSC
1808,ZFPL1,AHNAK2
1809,ABLIM2,AHNAK2
1810,TLX3,ROR2
1811,GEM,INSC
1812,STOX1,ROR2
1813,PRAP1,AHNAK2
1814,USP54,INSC
1815,ENTHD2,SZT2
1816,SOX14,ROR2
1817,ROR2,ISX
1818,ROR2,DAZAP2
1819,ROR2,KRTAP6-2
1820,ROR2,C19orf54
1821,ROR2,ZNF34
1822,ROR2,ARID5A
1823,ROR2,PRR20B
1824,ROR2,PRR20A
1825,ROR2,C3orf56
1826,ROR2,C10orf55
1827,ROR2,PRR20D
1828,ROR2,PRR20C
1829,ROR2,PRR20E
1830,ROR2,KRTAP19-7
1831,ROR2,KRTAP7-1
1832,POLE,ABHD16A
1833,C17orf62,AHNAK2
1834,HGS,PLCD1
1835,AHNAK2,FAM3C
1836,INSC,ZNF587
1837,INSC,GPANK1
1838,INSC,MGC50722
1839,ZNF655,SZT2
1840,MLH1,MSH6
1841,OBSL1,DNAH1
1842,CUL7,PLEC
1843,CUL7,MSH6
1844,PLEKHA4,MSH6
1845,PLEKHA4,PHKB
1846,PLEKHA4,PLEC
1847,PLEKHA4,POLE
1848,PLEKHA4,BCLAF1
1849,PLEKHA4,RIF1
1850,PLEKHA4,AHNAK
1851,RAD18,BCLAF1
1852,SETD1A,AHNAK
1853,MAGEA3,PHKB
1854,TIMP1,MMP14
1855,PINK1,PLEC
1856,PINK1,BCLAF1
1857,PINK1,AHNAK
1858,PINK1,MSH6
1859,FANCD2,AHNAK
1860,FANCD2,PLEC
1861,FANCD2,RIF1
1862,FANCD2,BCLAF1
1863,ORF7b,CELSR2
1864,ORF7a,RIF1
1865,ORF7b,CELSR2
1866,PTEN,MSH6
1867,TNC,Itgb1
1868,TNC,Itga7
1869,SLX4,MSH6
1870,ZC3H18,BCLAF1
1871,ABI1,BCLAF1
1872,DOK2,BCLAF1
1873,DUSP4,PLEC
1874,ELK4,BCLAF1
1875,FGFR1,PLEC
1876,MTA2,AHNAK
1877,PDPK1,HSPG2
1878,PRKCE,BCLAF1
1879,PRKD1,PLEC
1880,PTPRR,PLEC
1881,RAB5A,BCLAF1
1882,SH2D3C,RIF1
1883,SH2D3C,POLE
1884,YES1,BCLAF1
1885,EMC1,AHNAK
1886,EMC1,AHNAK2
1887,EMC2,AHNAK
1888,MMGT1,AHNAK
1889,MMGT1,AHNAK2
1890,SCD,ASXL3
1891,CASQ2,PLEC
1892,PPP1R15A,PLEC
1893,ANXA2,AHNAK
1894,TAC1,PLEC
1895,VARS,PHKB
1896,RPL3,AHNAK2
1897,VDAC2,AHNAK
1898,PEX5,PLEC
1899,RP1,BCLAF1
1900,POLE,UHRF1BP1
1901,AHNAK,DOCK11
1902,AHNAK,CNST
1903,AHNAK,JADE3
1904,AHNAK,HIST1H2BH
1905,AHNAK,OR10H1
1906,PAPPA,PLEC
1907,PLEC,INA
1908,PLEC,CCDC27
1909,PLEC,FILIP1L
1910,PLEC,CCDC62
1911,PLEC,FGD5
1912,PLEC,RSRC2
1913,PLEC,N4BP2
1914,PLEC,FANCM
1915,PLEC,GPR161
1916,PLEC,MOAP1
1917,PLEC,DIS3
1918,FRAS1,HIST1H2BH
1919,HIST1H2BH,DNAH1
1920,TOMM70A,AHNAK2
1921,AHNAK,FAM136A
1922,RIF1,VDAC3
1923,FYCO1,RRBP1
1924,LOC100128274,AHNAK
1925,HIP1,PLEC
1926,PRMT5,PLEC
1927,KIF3C,PLEC
1928,MAGEB4,PLEC
1929,MCM3AP,PLEC
1930,GPR37L1,PLEC
1931,RECQL4,PLEC
1932,SNUPN,PLEC
1933,IFNA2,PLEC
1934,LMNA,TNS1
1935,H2AFZ,DNAH1
1936,HIST1H1E,ALPK2
1937,ACP2,PLEC
1938,TOP1,ASXL3
1939,MTHFD1,AHNAK
1940,SCG2,PLEC
1941,PRKCH,PLEC
1942,ADH6,PLEC
1943,STAT6,PLEC
1944,NCAPD3,PLEC
1945,KRT6C,PLEC
1946,RPL14,AHNAK
1947,DNA2,PLEC
1948,LOC102724334,DNAH1
1949,S100A10,AHNAK
1950,ACTR1A,PLEC
1951,ACTR1A,AHNAK2
1952,ACTC1,PLEC
1953,RBM6,PLEC
1954,HNRNPU,DNAH1
1955,KHDRBS1,PLEC
1956,AHNAK,HIST3H3
1957,AHNAK,HIST2H2BE
1958,AHNAK,LRRK2
1959,AHNAK,GALNTL5
1960,AHNAK,C14orf37
1961,AHNAK,C2CD5
1962,AHNAK,YTHDC1
1963,AHNAK,RBM15
1964,AHNAK,NUDT12
1965,AHNAK,DCUN1D5
1966,AHNAK,PRX
1967,AHNAK,PNPLA3
1968,AHNAK,DIS3
1969,AHNAK,ST14
1970,TP53BP2,PLEC
1971,PLEC,AXDND1
1972,PLEC,TMIGD1
1973,PLEC,GBP6
1974,PLEC,MYO18B
1975,PLEC,ANKS4B
1976,PLEC,OR4K17
1977,PLEC,DNAH3
1978,PLEC,DNAH5
1979,PLEC,ZNF721
1980,PLEC,AHCTF1
1981,PLEC,CTTNBP2
1982,PLEC,PGBD4
1983,PLEC,GALNT14
1984,PLEC,MTR
1985,PLEC,MYBBP1A
1986,PLEC,KIFC1
1987,PLEC,R3HDML
1988,PLEC,WNK1
1989,PLEC,ASH1L
1990,PLEC,MXRA5
1991,PLEC,CDK12
1992,PLEC,RRBP1
1993,PLEC,CTSZ
1994,PLEC,TRPS1
1995,PLEC,EXO1
1996,PLEC,THRAP3
1997,PLEC,SBDS
1998,PLEC,ZNF451
1999,CTC1,RIF1
2000,TCP1,FRAS1
2001,VDAC1,RIF1
2002,RPL23A,AHNAK
2003,LAMA5,PLEC
2004,CS,PLEC
2005,KRT14,PLEC
2006,KRT18,PLEC
2007,KRT8,PLEC
2008,PLCD1,PLEC
2009,MAP1A,PLEC
2010,ROR1,PLEC
2011,DHX9,FRAS1
2012,ITK,AHNAK
2013,AHNAK,CHD4
2014,AHNAK,ACSM5
2015,AHNAK,TMEM184A
2016,AHNAK,MORC4
2017,AHNAK,RPF2
2018,AHNAK,DNAJC28
2019,AHNAK,ANKRD26
2020,ATR,PLEC
2021,URB2,PLEC
2022,ITPR1,PLEC
2023,KIF14,PLEC
2024,PLEC,HIST3H3
2025,PLEC,KAZN
2026,PLEC,SLC25A25
2027,PLEC,TRAPPC5
2028,PLEC,UTP11L
2029,PLEC,SSX6
2030,SNIP1,BCLAF1
2031,TET2,BCLAF1
2032,N,POLE
2033,nsp13,CDK5RAP2
2034,nsp16,CDK5RAP2
2035,nsp8,CDK5RAP2
2036,nsp8,MED13
2037,nsp9,CDK5RAP2
2038,nsp9,MED13
2039,ORF14,POLE
2040,ORF3b,CDK5RAP2
2041,ORF6,CDK5RAP2
2042,ORF9b,ALPK2
2043,ORF9b,CDK5RAP2
2044,M,ROR2
2045,nsp4,FRAS1
2046,nsp4,ROR2
2047,nsp6,FRAS1
2048,nsp7,AHNAK2
2049,nsp7,POLE
2050,ORF3a,FRAS1
2051,ORF3a,ROR2
2052,ORF3b,ROR2
2053,ORF7a,FRAS1
2054,ORF7b,FRAS1
2055,ORF7b,ROR2
2056,S,ROR2
2057,ESR1,MED13
2058,ESR1,MSH6
2059,ESR1,RIF1
2060,ORF7b,ROR2
2061,MAP1LC3B,FYCO1
2062,SMC1A,RIF1
2063,SMC3,PLEC
2064,STAG2,BCLAF1
2065,STAG2,RIF1
2066,PDS5A,RIF1
2067,PDS5B,ROR2
2068,NIPBL,MED13
2069,MAU2,MED13
2070,MAU2,RIF1
2071,ANKRD1,MYOM2
2072,CLIP4,CDK5RAP2
2073,DYSF,MYOM2
2074,ENO1,MED13
2075,MYBPC2,MYOM2
2076,MYOM2,SEC31A
2077,MYOM2,TNNT1
2078,MYOM2,JMJD1C
2079,MYOM2,MYOM2
2080,MYOM2,ACTN2
2081,MYOM2,MYH7
2082,MYOM2,NEB
2083,MYOM2,RPS6
2084,MYOM2,RYR1
2085,MYOM2,TAF1
2086,SNAPIN,PLEC
2087,TCAP,HSPG2
2088,TTN,MYOM2
2089,DYSF,MYOM2
2090,MYOM2,ACTN2
2091,MYOM2,RYR1
2092,FMR1,AHNAK
2093,FMR1,BCLAF1
2094,FXR1,BCLAF1
2095,NXF1,BCLAF1
2096,ST7,FRAS1
2097,TBK1,CDK5RAP2
2098,NEK4,ALPK2
2099,NEK4,ASXL3
2100,NEK4,BCLAF1
2101,NEK4,FRAS1
2102,MSH6,HRAS
2103,MSH6,MAP2K1
2104,MSH6,NANS
2105,LRRC31,MSH6
2106,LRRC31,PHKB
2107,LRRC31,PLEC
2108,LRRC31,AHNAK
2109,RET,ROR2
2110,PTPRA,ROR2
2111,DUX4,AHNAK
2112,CIT,PLEC
2113,CIT,MSH6
2114,CIT,BCLAF1
2115,CIT,AHNAK
2116,CIT,RIF1
2117,CIT,AHNAK2
2118,CIT,MYOM2
2119,CIT,CDK5RAP2
2120,CIT,CELSR2
2121,ANLN,PLEC
2122,ANLN,AHNAK
2123,ANLN,BCLAF1
2124,ANLN,PLCD1
2125,AURKB,PLEC
2126,AURKB,MSH6
2127,AURKB,BCLAF1
2128,AURKB,AHNAK
2129,AURKB,PHKB
2130,AURKB,CDK5RAP2
2131,AURKB,XIRP1
2132,AURKB,MYOM2
2133,CHMP4B,PLEC
2134,CHMP4B,AHNAK
2135,CHMP4B,BCLAF1
2136,CHMP4B,AHNAK2
2137,CHMP4C,AHNAK
2138,ECT2,PLEC
2139,ECT2,AHNAK
2140,ECT2,BCLAF1
2141,ECT2,AHNAK2
2142,KIF14,PLEC
2143,KIF14,AHNAK
2144,KIF14,BCLAF1
2145,KIF14,AHNAK2
2146,KIF14,CDK5RAP2
2147,KIF14,XIRP1
2148,KIF14,PLCD1
2149,KIF20A,PLEC
2150,KIF20A,BCLAF1
2151,KIF20A,AHNAK
2152,KIF20A,AHNAK2
2153,KIF20A,CDK5RAP2
2154,KIF20A,PLCD1
2155,KIF23,PLEC
2156,KIF23,AHNAK
2157,KIF23,BCLAF1
2158,KIF23,MSH6
2159,KIF23,AHNAK2
2160,PRC1,PLEC
2161,PRC1,BCLAF1
2162,PRC1,CDK5RAP2
2163,PRC1,AHNAK
2164,BRD9,MSH6
2165,AR,TNS1
2166,GAB1,TNS1
2167,KIT,TNS1
2168,MET,TNS1
2169,TRIM55,SLC6A13
2170,TRIM63,SLC6A13
2171,PRNP,TNC
2172,AIM2,MSH6
2173,IFI16,MSH6
2174,PYHIN1,HSPG2
2175,ARHGAP21,AHNAK
2176,Arhgap33,RIF1
2177,ARHGEF1,RIF1
2178,SYDE2,PLEC
2179,VAV1,PLEC
2180,ARHGEF16,RIF1
2181,ARHGEF25,PLEC
2182,ARHGAP23,PLEC
2183,ARHGAP29,RIF1
2184,ARHGAP31,RIF1
2185,ARHGAP36,AHNAK
2186,ARHGAP42,PLEC
2187,ARHGEF4,PLEC
2188,DEPDC1B,PLEC
2189,DOCK5,RIF1
2190,ECT2L,PLEC
2191,FGD4,PLEC
2192,MCF2L2,RIF1
2193,MYO9A,PLEC
2194,NGEF,RIF1
2195,SH3BP1,PLEC
2196,SYDE1,RIF1
2197,VAV1,RIF1
2198,EGFR,TNS1
2199,ERBB2,TNS1
2200,ERBB3,TNS1
2201,ERBB4,TNS1
2202,HAX1,CDK5RAP2
2203,HAX1,POLE
2204,RHOT2,AHNAK2
2205,FASN,SZT2
2206,FASN,MED13
2207,MKI67,FRAS1
2208,SREBF2,MSH6
2209,C12orf49,MED13
2210,HNRNPH1,SZT2
2211,nsp13,CDK5RAP2
2212,nsp13,FYCO1
2213,nsp13ab,CDK5RAP2
2214,nsp13ab,CDK5RAP2
2215,nsp13ab,FYCO1
2216,RPN1,FRAS1
2217,SEC62,ROR2
2218,SEC61B,FRAS1
2219,LRRC59,MSH6
2220,INS,TNS1
2221,NMRAL1,PLEC
2222,USP14,RIF1
2223,SUMO2,AHNAK
2224,SUMO2,AHNAK2
2225,SUMO2,MSH6
2226,SUMO2,PLEC
2227,SUMO2,RIF1
2228,NDN,BCLAF1
2229,NDN,AHNAK
2230,Rnf183,AHNAK
2231,ZNF263,MSH6
2232,BRD4,MSH6
2233,NINL,DNAH1
2234,NUPR1,AHNAK
2235,NUPR1,BCLAF1
2236,NUPR1,PLEC
2237,E5,MMP14
2238,E5a,MMP14
2239,E5b,MMP14
2240,E6,MMP14
2241,PTP4A3,MYOM2
2242,C18orf8,MSH6
2243,TRIM21,PLEC
2244,CIC,RIF1
2245,CIC,BCLAF1
2246,CIC,POLE
2247,BRD4,MSH6
2248,BRD4,PLEC
2249,BRD4,POLE
2250,BRD4,BCLAF1
2251,BRD4,MED13
2252,BRD4,AHNAK
2253,BRD4,RIF1
2254,UBR5,MSH6
2255,nsp7,AHNAK
2256,M,AHNAK2
2257,Apc2,ALPK2
2258,Apc2,AHNAK
2259,Apc2,PLEC
2260,Apc2,MSH6
2261,FBXW7,MED13
2262,RBM39,BCLAF1
2263,FBP1,BCLAF1
2264,ORF6,FYCO1
2265,nsp10,MSH6
2266,nsp8,MSH6
2267,TNC,ANXA2
2268,SMOC1,TNC
2269,TNC,SMOC1
2270,TNC,SMOC1
2271,TNC,SMOC2
2272,TNC,SPARC
2273,TNC,SMOC1
2274,TNC,FN1
2275,TNC,PGK1
2276,TNC,CLU
2277,TNC,NID2
2278,nsp12,AHNAK
2279,HSP90AA1,HSPG2
2280,MMP14,TGM2
2281,WDR76,MSH6
2282,WDR76,HSPG2
2283,WDR76,PLEC
2284,WDR76,FRAS1
2285,WDR76,MSH6
2286,EIF3F,BCLAF1
2287,HDAC1,CDK5RAP2
2288,NR3C1,TNC
2289,NR3C1,POLE
2290,NR3C1,AHNAK2
2291,NR3C1,CDK5RAP2
2292,NR3C1,ASXL3
2293,MAP1LC3C,FYCO1
2294,MAP1LC3C,FYCO1
2295,INSIG1,HSPG2
2296,ASXL1,BCLAF1
2297,ASXL1,BCLAF1
2298,vpr,BCLAF1
2299,RIN3,MSH6
2300,RIN3,PLEC
2301,DNAJC25,BCLAF1
2302,DNAJB5,CDK5RAP2
2303,DNAJC25,ROR2
2304,DNAJC25,FRAS1
2305,DNAJC5B,ROR2
2306,DNAJC5,ROR2
2307,DNAJC7,POLE
2308,DNAJC7,CDK5RAP2
2309,LRRC61,CDK5RAP2
2310,PRKACA,ROR2
2311,DNAJB13,CDK5RAP2
2312,DNAJB8,CDK5RAP2
2313,MED7,MED13
2314,MED13,MED31
2315,MED13,MED30
2316,MED13,MED18
2317,MED13,MED12
2318,MED13,MED13L
2319,MED13,MED21
2320,MED13,MED9
2321,MED13,MED11
2322,MED13,MED26
2323,MED13,MED6
2324,MED13,MED19
2325,MED13,CCNC
2326,MED13,MED20
2327,MED13,MED1
2328,MED13,MED14
2329,MED13,MED22
2330,MED13,MED28
2331,MED13,MED10
2332,MED13,MED27
2333,MED13,MED4
2334,MED13,MED8
2335,MED13,CDK19
2336,MED13,MED17
2337,MED13,CDK8
2338,MED13,MED15
2339,MED13,POLR2I
2340,POLR2E,MED13
2341,MYOM2,EHMT2
2342,POLR2C,MED13
2343,MED13,POLR2A
2344,ASF1A,RIF1
2345,MED13,POLR2B
2346,MED13,POLR2H
2347,MED13,MED29
2348,MED13,MED12L
2349,MED13,ACAD11
2350,MED13,MED24
2351,MED13,POLR2G
2352,MED13,MED16
2353,RIF1,C15orf41
2354,SMCHD1,RIF1
2355,CDAN1,RIF1
2356,RIF1,UBN2
2357,TRIM21,RIF1
2358,HIRA,RIF1
2359,TDRKH,PLEC
2360,IDH2,RIF1
2361,KDM4C,RIF1
2362,ERP44,RIF1
2363,RIF1,CABIN1
2364,EPB41L3,RIF1
2365,MED13,RPAP2
2366,UBN1,RIF1
2367,TLK2,RIF1
2368,MED23,MED13
2369,MKRN2,BCLAF1
2370,MKRN3,BCLAF1
2371,PHRF1,BCLAF1
2372,RBBP6,BCLAF1
2373,GLE1,BCLAF1
2374,MKRN2,CELSR2
2375,DDX58,MSH6
2376,DDX58,CDK5RAP2
2377,DDX58,TMTC2
2378,OGT,BCLAF1
2379,FBXO6,FRAS1
2380,FBXO6,HSPG2
2381,FBXO6,MMP14
2382,FBXO6,TNC
2383,MMP14,FBXO6
2384,FBXO6,MMP14
2385,BAG5,PLEC
2386,BAG5,AHNAK
2387,SPOP,PLEC
2388,ISG15,AHNAK
2389,ISG15,AHNAK2
2390,ISG15,BCLAF1
2391,ISG15,PLEC
2392,PARK2,BCLAF1
2393,UFL1,BCLAF1
2394,DDRGK1,BCLAF1
2395,ACBD5,CDK5RAP2
2396,AGPS,CDK5RAP2
2397,ANAPC2,CDK5RAP2
2398,APEX1,RIF1
2399,ARF6,ROR2
2400,ASF1A,RIF1
2401,ATP2A1,FRAS1
2402,B3GAT1,ROR2
2403,BCAP31,FRAS1
2404,C17orf59,CDK5RAP2
2405,C11orf52,ROR2
2406,CAV1,ROR2
2407,CAV1,AHNAK2
2408,CBX3,RIF1
2409,CCDC14,CDK5RAP2
2410,CDK5RAP2,AKAP9
2411,CDK5RAP2,ALMS1
2412,CDK5RAP2,BIRC6
2413,CDK5RAP2,BUB1
2414,CDK5RAP2,CCDC18
2415,CDK5RAP2,CEP112
2416,CDK5RAP2,CEP131
2417,CDK5RAP2,CEP152
2418,CDK5RAP2,CEP192
2419,CDK5RAP2,CEP350
2420,CDK5RAP2,MAGED2
2421,CDK5RAP2,NCKAP5L
2422,CDK5RAP2,NEDD1
2423,CDK5RAP2,OFD1
2424,CDK5RAP2,PCNT
2425,CDK5RAP2,PIBF1
2426,CDK5RAP2,RPGRIP1L
2427,CDK5RAP2,SSX2IP
2428,CDK5RAP2,TEX9
2429,CDK5RAP2,TUBGCP2
2430,CDK5RAP2,TXNL1
2431,CDK5RAP2,C11orf49
2432,CDK5RAP2,CCP110
2433,CDK5RAP2,LRRC49
2434,CDK5RAP2,PRKAR2A
2435,CDK5RAP2,STXBP4
2436,CDK5RAP2,TRIM36
2437,CENPA,MSH6
2438,CENPA,POLE
2439,CEP135,CDK5RAP2
2440,CLTA,AHNAK2
2441,COIL,MSH6
2442,CXADR,ROR2
2443,DCTN2,CDK5RAP2
2444,DDX23,BCLAF1
2445,DERL1,FRAS1
2446,DHFRL1,CDK5RAP2
2447,DHX40,BCLAF1
2448,DHX8,BCLAF1
2449,DIRAS3,ROR2
2450,EBAG9,ROR2
2451,EMD,FRAS1
2452,EPB41L4A,ROR2
2453,FLOT1,PLEC
2454,FLOT1,ROR2
2455,GJA1,ROR2
2456,GJD3,ROR2
2457,GOLGA1,AHNAK2
2458,HIST1H2BG,MSH6
2459,HIST1H2BG,RIF1
2460,HIST1H3A,RIF1
2461,KRAS,ROR2
2462,KRAS,CELSR2
2463,KRT18,PLEC
2464,KRT19,CDK5RAP2
2465,KRT19,PLEC
2466,KRT8,CDK5RAP2
2467,KRT8,PLEC
2468,LAMP1,AHNAK2
2469,LAMP2,FYCO1
2470,LAMP2,ROR2
2471,LAMP2,SZT2
2472,LAMP3,ROR2
2473,LAMTOR1,FYCO1
2474,LAMTOR1,ROR2
2475,LAMTOR1,SZT2
2476,LATS1,CDK5RAP2
2477,LCK,ROR2
2478,LCK,AHNAK2
2479,LYN,ROR2
2480,LYN,AHNAK2
2481,MAPRE1,CDK5RAP2
2482,MAPRE3,CDK5RAP2
2483,MARCKS,ROR2
2484,METTL7A,ROR2
2485,MLLT4,ROR2
2486,NDC80,CDK5RAP2
2487,NEFM,PLEC
2488,OCLN,ROR2
2489,PANX1,ROR2
2490,PARD3,ROR2
2491,PCM1,CDK5RAP2
2492,PCNT,CDK5RAP2
2493,PCNT,PLEC
2494,PFN1,AHNAK2
2495,POLR2C,CDK5RAP2
2496,PRPH,PLEC
2497,PXN,CDK5RAP2
2498,RAB11A,AHNAK2
2499,RAB11A,ROR2
2500,RAB2A,ROR2
2501,RAB35,ROR2
2502,RAB4A,AHNAK2
2503,RAB5A,ROR2
2504,RAB9A,FYCO1
2505,RAB9A,ROR2
2506,RAB9A,SZT2
2507,RHOB,ROR2
2508,RPN1,FRAS1
2509,RPN2,FRAS1
2510,SASS6,CDK5RAP2
2511,SEC61B,FRAS1
2512,SEC62,CELSR2
2513,SEC62,FRAS1
2514,SEPT10,CDK5RAP2
2515,STIL,CDK5RAP2
2516,STX4,CELSR2
2517,STX4,ROR2
2518,STX6,AHNAK2
2519,STX6,ROR2
2520,STX7,CELSR2
2521,STX7,ROR2
2522,SYNE3,CDK5RAP2
2523,SYNE3,PLEC
2524,TERF2IP,RIF1
2525,VIM,PLEC
2526,ZFPL1,ROR2
2527,ZNF330,POLE
2528,ZNF330,MSH6
2529,ZYX,AHNAK2
2530,TRIM37,PLEC
2531,TRIM37,AHNAK
2532,USP2,AHNAK
2533,FZR1,MSH6
2534,MBD1,TNC
2535,DDX39A,TMTC2
2536,DDX39A,ROR2
2537,WDR5,PLEC
2538,WDR5,BCLAF1
2539,WDR5,TNS1
2540,PAGE4,RIF1
2541,PAGE4,BCLAF1
2542,NUDCD2,PLEC
2543,NAA40,MSH6
2544,NAA40,BCLAF1
2545,NAA40,RIF1
2546,NAA40,AHNAK
2547,NAA40,AHNAK2
2548,VPS33A,CDK5RAP2
2549,VPS33A,POLE
2550,SMAD4,FYCO1
2551,ZBTB2,BCLAF1
2552,ZBTB2,MSH6
2553,SOSTDC1,PLEC
2554,SCN4A,XIRP1
2555,GAA,B4GALNT3
2556,PCDHB11,TMTC2
2557,LUC7L,BCLAF1
2558,FGL2,CDK5RAP2
2559,POLE4,POLE
2560,MAS1,RIF1
2561,MED10,MED13
2562,LPXN,CDK5RAP2
2563,RBM24,PLCD1
2564,ALPK2,SPRYD3
2565,GPHA2,FRAS1
2566,LLGL2,BCLAF1
2567,ALPK2,TYW3
2568,KXD1,FYCO1
2569,TMEM9,RIF1
2570,HIF1AN,FYCO1
2571,ERH,BCLAF1
2572,OCIAD1,RIF1
2573,ARMC10,AHNAK2
2574,CCDC68,FYCO1
2575,INSC,GPSM2
2576,SNAPC4,POLE
2577,ANK1,NELFB
2578,MED29,MED13
2579,TSGA10IP,SZT2
2580,PRMT8,BCLAF1
2581,GFOD1,PLEC
2582,CHL1,ANK1
2583,USP36,CELSR2
2584,GOT1,PLEC
2585,MLF1,CDK5RAP2
2586,SIX3,AHNAK2
2587,ANK1,PDS5B
2588,FBXO3,PLCD1
2589,POLE3,POLE
2590,ZCCHC9,AHNAK
2591,SPSB4,CELSR2
2592,PTGES3,POLE
2593,PTDSS1,PLEC
2594,TCL1B,MED13
2595,PYCR2,AHNAK2
2596,DUSP16,POLE
2597,B4GALNT3,SMEK2
2598,RSPH6A,MYOM2
2599,FYCO1,CCT6A
2600,CDK19,MED13
2601,DFNA5,PLEC
2602,H2BFWT,HSPG2
2603,WSB2,BCLAF1
2604,TCP10L,FYCO1
2605,OMP,AHNAK2
2606,ADAMTS17,FRAS1
2607,DEPDC5,SZT2
2608,ADAMTS13,CELSR2
2609,KRT40,CDK5RAP2
2610,PNMA2,PLCD1
2611,ITFG2,SZT2
2612,CD160,CELSR2
2613,INSC,DNAJC1
2614,CADPS,FYCO1
2615,HNRNPC,BCLAF1
2616,ALPK2,VAPA
2617,RPL23,CELSR2
2618,NR1I3,MED13
2619,GRB10,AHNAK2
2620,ALPK2,OBSL1
2621,TACSTD2,CELSR2
2622,TEX35,PLCD1
2623,LARP4B,BCLAF1
2624,MED21,MED13
2625,GDF5,PLCD1
2626,IL31RA,PLCD1
2627,TULP3,PHKB
2628,INSC,SERPINB4
2629,LRRC55,B4GALNT3
2630,LINC01587,CDK5RAP2
2631,LMO2,AHNAK2
2632,CLEC12B,B4GALNT3
2633,PPP1CA,RIF1
2634,RBPJL,CELSR2
2635,FYCO1,MLYCD
2636,MMP14,TMEM120B
2637,C15orf59,CDK5RAP2
2638,SCGB2A2,B4GALNT3
2639,FYCO1,CCT7
2640,FYCO1,CCT2
2641,PCK2,AHNAK2
2642,PYHIN1,PLCD1
2643,SAP18,PHKB
2644,CCNC,MED13
2645,CORO2A,BCLAF1
2646,FAM81B,CDK5RAP2
2647,FAM120AOS,AHNAK2
2648,INSC,RAP1A
2649,FYCO1,TCP1
2650,FKBP11,AHNAK2
2651,FAM24B,PLEC
2652,CARTPT,PHKB
2653,C2CD4B,PHKB
2654,RYK,CELSR2
2655,PILRA,B4GALNT3
2656,PPL,AHNAK
2657,GJB7,AHNAK2
2658,DEFB131,AHNAK2
2659,CALM1,PHKB
2660,LUC7L2,BCLAF1
2661,PTDSS1,PLCD1
2662,GPBP1,PLCD1
2663,ALPK2,ARRB1
2664,CSNK2A1,BCLAF1
2665,NLRP8,DNAJB5
2666,INSC,LCN2
2667,USP51,AHNAK2
2668,PRKACB,CDK5RAP2
2669,CDK8,MED13
2670,ALPK2,TRIP6
