,INTERACTOR_A,INTERACTOR_B
2671,ATP2A1,B4GALNT3
2672,GPR182,RIF1
2673,CCDC68,PLEC
2674,C11orf57,BCLAF1
2675,KRT34,PLEC
2676,ZCCHC9,AHNAK2
2677,SMARCD1,PLCD1
2678,PSG8,FRAS1
2679,CCDC101,FYCO1
2680,C7orf60,SZT2
2681,TNNT1,CDK5RAP2
2682,KNSTRN,CDK5RAP2
2683,SLC35G1,FYCO1
2684,MED7,MED13
2685,LGALS3BP,PHKB
2686,SLC39A9,RIF1
2687,MMP14,TMX1
2688,NLRP8,DNAJB4
2689,B4GALNT3,CDK5RAP3
2690,ASF1A,RIF1
2691,RAPGEF5,ANK1
2692,ALPK2,NAA10
2693,OR2A4,PLEC
2694,DTWD2,CELSR2
2695,CERS2,AHNAK2
2696,DCANP1,CELSR2
2697,TMEM9B,RIF1
2698,DYNLL2,CDK5RAP2
2699,MED20,MED13
2700,U2AF2,BCLAF1
2701,SRSF11,BCLAF1
2702,ZNF284,AHNAK2
2703,NMS,FRAS1
2704,VAPB,CELSR2
2705,C1orf87,CDK5RAP2
2706,DYM,PLCD1
2707,NXPH2,CELSR2
2708,ZAR1L,CDK5RAP2
2709,SCGB1D1,FRAS1
2710,TINAGL1,HSPG2
2711,CERS2,AHNAK
2712,RAMP1,FYCO1
2713,STK11,FYCO1
2714,RPS14P3,CELSR2
2715,HPSE2,FRAS1
2716,DOCK5,SZT2
2717,TMEM106A,ROR2
2718,FTSJ3,FYCO1
2719,PRPS1,CDK5RAP2
2720,ANK1,PIKFYVE
2721,PDE4DIP,CDK5RAP2
2722,LGALS1,FRAS1
2723,INSC,A2ML1
2724,C1QTNF7,MYOM2
2725,CERS2,PLEC
2726,MED1,MED13
2727,CEP57,CDK5RAP2
2728,PHKG2,PHKB
2729,DOK4,PHKB
2730,GOT1,AHNAK2
2731,FBXO2,HSPG2
2732,B4GALNT3,PCBP3
2733,LGALS1,CELSR2
2734,GPR17,RIF1
2735,FBXO10,CELSR2
2736,INSC,KDM5C
2737,YWHAG,BCLAF1
2738,PAIP2B,BCLAF1
2739,AHNAK,PLEKHG3
2740,CREB3L3,CELSR2
2741,GML,FRAS1
2742,MPPED1,PHKB
2743,MED4,MED13
2744,PRG3,FRAS1
2745,SAAL1,B4GALNT3
2746,PDGFRA,B4GALNT3
2747,ALPK2,VAPB
2748,RAPGEF5,PLEC
2749,C17orf59,CDK5RAP2
2750,AHNAK2,NUDT14
2751,PRPS2,CDK5RAP2
2752,INSC,GPSM1
2753,P2RY10,RIF1
2754,VBP1,PHKB
2755,LRRC46,POLE
2756,NAALADL2,CELSR2
2757,ZBTB44,FYCO1
2758,ST8SIA4,FRAS1
2759,LOC254896,CELSR2
2760,ALPK2,TRIM41
2761,C2CD4B,FRAS1
2762,KPTN,SZT2
2763,CTAG2,CDK5RAP2
2764,CMA1,CELSR2
2765,KRT72,FYCO1
2766,WHAMMP3,CDK5RAP2
2767,ANK1,FIG4
2768,NAA11,CELSR2
2769,SSX6,CELSR2
2770,MMP14,C8A
2771,B4GALNT3,FAM175B
2772,CDH16,CELSR2
2773,C1orf54,B4GALNT3
2774,TTC9C,POLE
2775,C1QTNF2,SZT2
2776,CDHR2,TMTC2
2777,PIPSL,CDK5RAP2
2778,MMP14,GSTCD
2779,ZNF408,FRAS1
2780,ZNF408,HSPG2
2781,FGF12,PHKB
2782,ANK1,VAC14
2783,KRT222,PLEC
2784,S100A6,CDK5RAP2
2785,ALPK2,CSNK1G3
2786,IGHG1,FRAS1
2787,INSC,MUL1
2788,DKKL1,FRAS1
2789,PCDH20,CELSR2
2790,NTN5,FRAS1
2791,SPACA1,RIF1
2792,MED23,MED13
2793,LGALS3BP,POLE
2794,STX17,PLEC
2795,FAM9C,CDK5RAP2
2796,INSC,HAUS5
2797,SOCS7,XIRP1
2798,ABCF3,FYCO1
2799,CSTL1,CELSR2
2800,NEFM,PLEC
2801,MED18,MED13
2802,PSG8,CELSR2
2803,ALPK2,OBFC1
2804,KRT38,FYCO1
2805,ABCA2,XIRP1
2806,ZBBX,CELSR2
2807,DKKL1,POLE
2808,ARGLU1,BCLAF1
2809,KLK5,FRAS1
2810,CSTL1,FRAS1
2811,ZSCAN21,FRAS1
2812,PCDHGB1,CELSR2
2813,POLE,POLE2
2814,GPR64,RIF1
2815,ADAMTS17,CELSR2
2816,ALPK2,NAA16
2817,PNN,BCLAF1
2818,C16orf45,POLE
2819,ZHX1-C8orf76,PHKB
2820,MMP14,LRRC15
2821,ALPK2,NAA15
2822,DKKL1,CELSR2
2823,MKNK1,AHNAK2
2824,DTNB,FYCO1
2825,SUSD4,FRAS1
2826,FBXO2,FRAS1
2827,SIRT3,AHNAK2
2828,PCDHGB1,TMTC2
2829,TRUB2,FYCO1
2830,C2CD4B,CELSR2
2831,MCM5,CELSR2
2832,ZFP41,FRAS1
2833,MED22,MED13
2834,ANXA2,AHNAK2
2835,INSC,MAVS
2836,PCDH12,CELSR2
2837,KRT39,PLEC
2838,HNRNPCL1,BCLAF1
2839,NUP210P1,CELSR2
2840,ALPK2,ARRB2
2841,LRRTM1,FRAS1
2842,PXK,PHKB
2843,MED24,MED13
2844,LYPD6,CELSR2
2845,CEACAM8,FRAS1
2846,CC2D1B,CELSR2
2847,IGFL3,FRAS1
2848,CCDC71,FYCO1
2849,ASF1B,RIF1
2850,MED28,MED13
2851,CLEC4A,ROR2
2852,ALPK2,CERK
2853,AHNAK,PPP1R9A
2854,TMEM30B,CELSR2
2855,PPP2R2B,PLEC
2856,FAM9C,FYCO1
2857,KRT37,CDK5RAP2
2858,TAZ,FRAS1
2859,DUSP16,CDK5RAP2
2860,INSC,ENPP1
2861,ALPK2,HYPK
2862,RAMP1,PHKB
2863,KRT14,PLEC
2864,PHKA2,PHKB
2865,MGAT4C,FRAS1
2866,FYCO1,CCT6B
2867,SLC15A1,RIF1
2868,USP6NL,PLCD1
2869,ALPK2,C2CD4B
2870,CSF3,AHNAK2
2871,ACVR2B,ROR2
2872,SOCS1,CELSR2
2873,KRT78,PLEC
2874,MMP14,TIMP2
2875,MMP14,TIMP3
2876,DEFA5,FRAS1
2877,XIRP1,CETN2
2878,FYCO1,CCT3
2879,KRT16,PLEC
2880,PPP1CC,RIF1
2881,DUSP16,SZT2
2882,CLK2,BCLAF1
2883,RALBP1,CDK5RAP2
2884,C6orf141,PLEC
2885,FYCO1,DTNA
2886,KRT23,PLEC
2887,PPP1R12B,ANK1
2888,EHBP1,CELSR2
2889,MB,ANK1
2890,DNAJC7,POLE
2891,C2CD4A,CELSR2
2892,SNRNP70,BCLAF1
2893,SNIP1,BCLAF1
2894,PNMAL1,B4GALNT3
2895,MED19,MED13
2896,MMP14,SERPINB5
2897,ALPK2,FBXO45
2898,CCDC96,CDK5RAP2
2899,SLU7,FYCO1
2900,SRPK2,BCLAF1
2901,TIMP3,FRAS1
2902,NOBOX,CDK5RAP2
2903,INSC,OCIAD1
2904,LAG3,CELSR2
2905,CTCFL,FYCO1
2906,BAP1,ASXL3
2907,DYNLL1,CDK5RAP2
2908,CD3D,SZT2
2909,INSC,TRIM65
2910,PRELID2,CDK5RAP2
2911,ST8SIA4,CELSR2
2912,THRAP3,BCLAF1
2913,FYCO1,SASS6
2914,SOCS7,CELSR2
2915,LURAP1,CDK5RAP2
2916,UPK2,CELSR2
2917,ALPK2,MYCBP2
2918,PRKAR2B,CDK5RAP2
2919,BSG,RIF1
2920,MED17,MED13
2921,SLU7,PHKB
2922,RNF145,FYCO1
2923,CAMKV,BCLAF1
2924,PER1,BCLAF1
2925,PIGF,FYCO1
2926,KRT38,CDK5RAP2
2927,FBXL4,PLCD1
2928,KRT86,FYCO1
2929,MED12,MED13
2930,STX17,AHNAK2
2931,MMP14,POF1B
2932,TRIM52,CDK5RAP2
2933,SPSB2,CELSR2
2934,BTNL2,ROR2
2935,HLA-B,RIF1
2936,ALS2CR12,AHNAK2
2937,B4GALT4,HSPG2
2938,HLA-G,ROR2
2939,GPR45,MMP14
2940,ZNF444,FRAS1
2941,IL17F,HSPG2
2942,TRGV3,FRAS1
2943,METTL21B,POLE
2944,NXPH2,FRAS1
2945,SRMS,PLCD1
2946,CSGALNACT1,PLCD1
2947,PRELP,FRAS1
2948,HSPA9,AHNAK
2949,WDR25,FRAS1
2950,RAB39B,PLCD1
2951,FGFRL1,CELSR2
2952,GPR173,CELSR2
2953,PODN,FRAS1
2954,CAMKV,HSPG2
2955,SLC22A9,ROR2
2956,MFSD4,RIF1
2957,KLK5,CELSR2
2958,ADAMTS4,FRAS1
2959,ASIC4,ROR2
2960,GAA,HSPG2
2961,FIGLA,HSPG2
2962,CSNK2A2,AHNAK2
2963,ADAM30,FRAS1
2964,TMEM106A,TMTC2
2965,VIPR2,RIF1
2966,GGH,TMTC2
2967,C18orf21,AHNAK2
2968,SGIP1,PLCD1
2969,ZNF444,HSPG2
2970,RPL10,FRAS1
2971,LY86,ROR2
2972,MMP14,GALNT1
2973,FYCO1,HAUS5
2974,GPIHBP1,FRAS1
2975,UGT1A7,ROR2
2976,FBXO6,CELSR2
2977,SDF2L1,HSPG2
2978,ARL4D,CELSR2
2979,PI15,HSPG2
2980,FBXO6,HSPG2
2981,TSPAN5,CELSR2
2982,C17orf78,CELSR2
2983,HSPB8,POLE
2984,S1PR4,CELSR2
2985,ICAM4,FRAS1
2986,ANK1,ANO6
2987,KDELR2,PLCD1
2988,ANXA9,PLCD1
2989,SFTPC,ROR2
2990,CDHR4,CELSR2
2991,OGFOD3,ROR2
2992,IL5RA,HSPG2
2993,LYPD1,FRAS1
2994,DHFR,CELSR2
2995,SSUH2,AHNAK2
2996,ASIC1,ROR2
2997,P2RY8,RIF1
2998,KLHDC2,FYCO1
2999,POLE2,POLE
3000,CLDND1,MMP14
3001,FCGR1A,CELSR2
3002,ITGAD,PLCD1
3003,CIB2,POLE
3004,PCDHB7,TMTC2
3005,DHRS12,PLCD1
3006,PRTN3,FRAS1
3007,GPC5,HSPG2
3008,KCNC3,TNS1
3009,GPBAR1,CELSR2
3010,CBLN4,CELSR2
3011,PSG11,POLE
3012,ECEL1,ROR2
3013,PEMT,PLCD1
3014,CFC1,FRAS1
3015,ZNF252P-AS1,CELSR2
3016,PHF11,AHNAK2
3017,PINK1,AHNAK2
3018,KCNE3,PLCD1
3019,AHNAK,CDC42EP1
3020,TIMP3,POLE
3021,F11R,PLCD1
3022,INHBE,FRAS1
3023,METTL21B,PHKB
3024,GSPT2,BCLAF1
3025,SRSF6,BCLAF1
3026,DUSP14,PLCD1
3027,PRG2,B4GALNT3
3028,UBXN6,POLE
3029,KLK3,FRAS1
3030,KLK15,CELSR2
3031,GPR45,MSH6
3032,PTCH1,ROR2
3033,IL5RA,FRAS1
3034,HLA-C,ROR2
3035,BRICD5,HSPG2
3036,B3GAT2,FRAS1
3037,SIRPD,FRAS1
3038,PCDHA8,ROR2
3039,FYCO1,PARP14
3040,LYZL1,FRAS1
3041,EMILIN1,AHNAK2
3042,SDF2L1,TMTC2
3043,CTSG,FRAS1
3044,FNDC5,HSPG2
3045,SIRT6,FYCO1
3046,FGF4,HSPG2
3047,PLD5,PLCD1
3048,NPAS1,POLE
3049,CARD9,CDK5RAP2
3050,PRG2,CELSR2
3051,FYCO1,IQSEC1
3052,TULP3,HSPG2
3053,NRSN1,AHNAK2
3054,PLOD3,AHNAK
3055,NCR3,FRAS1
3056,C20orf195,CELSR2
3057,LATS1,MYOM2
3058,CMA1,FRAS1
3059,SCG5,PLCD1
3060,CD3E,ROR2
3061,SIRPD,HSPG2
3062,B4GALT2,POLE
3063,FPR1,RIF1
3064,CLK3,BCLAF1
3065,SDF2L1,FRAS1
3066,CDH8,CELSR2
3067,SRSF7,BCLAF1
3068,PLBD1,POLE
3069,IL5RA,CELSR2
3070,EDA,CELSR2
3071,ZNF707,FRAS1
3072,PRG2,FRAS1
3073,SIRPD,CELSR2
3074,FAM174A,MSH6
3075,ADAM30,ROR2
3076,CEACAM21,CELSR2
3077,GDF9,HSPG2
3078,FAM96A,POLE
3079,SDF2L1,ROR2
3080,FLRT1,CELSR2
3081,KLRD1,ROR2
3082,NXPH3,FRAS1
3083,RCCD1,FYCO1
3084,F2RL1,RIF1
3085,ZC3HC1,AHNAK2
3086,SNRPC,BCLAF1
3087,ANK1,BRI3BP
3088,SLURP1,ROR2
3089,GGH,FRAS1
3090,PTRH1,MED13
3091,PPARD,POLE
3092,C9orf163,POLE
3093,CD7,CELSR2
3094,ANK1,FGFR1
3095,FIGF,FRAS1
3096,MBNL1,AHNAK2
3097,B4GAT1,ROR2
3098,FYCO1,TCF7L2
3099,RFXANK,POLE
3100,PRG2,HSPG2
3101,SAP18,CELSR2
3102,CBLN4,FRAS1
3103,GPR45,RIF1
3104,ZDHHC23,AHNAK2
3105,FGF1,HSPG2
3106,KLK2,ROR2
3107,LYZL1,ROR2
3108,FYCO1,EXPH5
3109,HLA-DRB1,ROR2
3110,CHCHD2,BCLAF1
3111,IDS,HSPG2
3112,HLA-E,ROR2
3113,BRICD5,ROR2
3114,MSH2,MSH6
3115,NXPH3,CELSR2
3116,CD1B,ROR2
3117,C21orf33,PLCD1
3118,PCDHB3,TMTC2
3119,LY86,CELSR2
3120,CAPZA2,PLCD1
3121,TNFSF14,RIF1
3122,ANK1,FKBP8
3123,GAA,ROR2
3124,BAG2,POLE
3125,DKKL1,MMP14
3126,ELSPBP1,ROR2
3127,FPR2,RIF1
3128,WISP3,FRAS1
3129,PCDHB3,ROR2
3130,TSPAN33,MYOM2
3131,LOXL3,HSPG2
3132,FBXL19,MED13
3133,TSPAN15,CELSR2
3134,MGARP,RIF1
3135,AGPAT1,AHNAK2
3136,EDN3,HSPG2
3137,HLA-DQA1,ROR2
3138,QPCT,FRAS1
3139,TMTC4,PLCD1
3140,IQUB,PLCD1
3141,TXNL4B,AHNAK2
3142,NCR3,CELSR2
3143,SRFBP1,PLCD1
3144,C12orf74,POLE
3145,FOS,PLCD1
3146,APLNR,RIF1
3147,LRRN4CL,MMP14
3148,CDHR4,FRAS1
3149,POLE,CHTF18
3150,DTX3,AHNAK
3151,SPRTN,MSH6
3152,BTF3,AHNAK
3153,BTF3,BCLAF1
3154,BTF3,PLEC
3155,SLFN11,RIF1
3156,ESR1,BCLAF1
3157,EP300,FRAS1
3158,EP300,FYCO1
3159,EP300,MSH6
3160,EP300,RIF1
3161,EEF1D,PLEC
3162,FBXW7,PLEC
3163,FBXW7,AHNAK
3164,FBXW7,MSH6
3165,FBXW7,BCLAF1
3166,FBXW7,HSPG2
3167,NRP1,AHNAK2
3168,IFITM1,FYCO1
3169,ANPEP,AHNAK2
3170,BSG,AHNAK2
3171,IFITM3,AHNAK2
3172,IFITM3,FYCO1
3173,ACE2,AHNAK2
3174,nsp1,PLEC
3175,ORF3a,ROR2
3176,ORF6,AHNAK2
3177,FGD5,AHNAK
3178,FGD5,PLEC
3179,LRRK1,CDK5RAP2
3180,LRRK1,CDK5RAP2
3181,TUBG1,CDK5RAP2
3182,YAP1,PLEC
3183,FBXO32,PLEC
3184,TOLLIP,AHNAK
3185,ASXL3,BAP1
3186,ASXL3,HCFC1
3187,ASXL3,FOXK1
3188,ASXL3,BRD4
3189,BRD4,ASXL3
3190,ASXL3,BAP1
3191,ASXL3,HCFC1
3192,ASXL3,FOXK1
3193,ASXL3,FOXK2
3194,ASXL3,OGT
3195,ASXL3,BRD4
3196,SIRT6,BCLAF1
3197,SIRT6,FYCO1
3198,SIRT6,MSH6
3199,DVL2,FRAS1
3200,DVL2,PLEC
3201,DGCR8,MSH6
3202,PER2,AHNAK
3203,PER2,PLEC
3204,EN1,RIF1
3205,YY1,RIF1
3206,GLI3,HSPG2
3207,BRD3,RIF1
3208,BRD2,RIF1
3209,AR,MED13
3210,vpr,AHNAK
3211,BRD4,MSH6
3212,AXL,AHNAK
3213,HERC5,HSPG2
3214,RAC1,ROR2
3215,RHOG,ROR2
3216,RHOG,AHNAK2
3217,CDC42,ROR2
3218,RHOJ,ROR2
3219,RHOQ,ROR2
3220,RAC3,ROR2
3221,RHOA,ROR2
3222,RHOD,ROR2
3223,RHOF,ROR2
3224,RHOH,ROR2
3225,RND1,ROR2
3226,RND2,ROR2
3227,RND3,ROR2
3228,RAC2,ROR2
3229,RHOB,ROR2
3230,RHOC,ROR2
3231,RHOU,ROR2
3232,RHOV,ROR2
3233,ORF3,MSH6
3234,AICDA,MSH6
3235,PML,AHNAK2
3236,PML,AHNAK
3237,ASXL3,BRD4
3238,FBXO43,AHNAK
3239,FBXO43,PLEC
3240,YTHDC1,MSH6
3241,YTHDC1,AHNAK
3242,EGFR,POLE
3243,KRAS,POLE
3244,KRAS,BCLAF1
3245,RIT1,POLE
3246,AGPAT6,MSH6
3247,ARFGEF1,MSH6
3248,BLM,RIF1
3249,CALM1,PHKB
3250,CALM1,CDK5RAP2
3251,CALM2,PHKB
3252,CALM3,PHKB
3253,CD2BP2,BCLAF1
3254,CPSF6,BCLAF1
3255,CSNK2B,BCLAF1
3256,CTTN,PLEC
3257,DDX21,BCLAF1
3258,DYNLL1,CDK5RAP2
3259,DYNLL2,CDK5RAP2
3260,FKBP5,POLE
3261,FUS,BCLAF1
3262,H2AFZ,MSH6
3263,H2AFZ,RIF1
3264,HIST2H2BE,MSH6
3265,HIST2H2BE,BCLAF1
3266,HIST2H2BE,RIF1
3267,HMGA1,RIF1
3268,INPPL1,AHNAK
3269,KPNA4,RIF1
3270,LMNB1,BCLAF1
3271,MAP1LC3B,FYCO1
3272,MAPRE1,CDK5RAP2
3273,MED10,MED13
3274,MED11,MED13
3275,MED14,MED13
3276,MED19,MED13
3277,MED21,MED13
3278,MED27,MED13
3279,MED28,MED13
3280,MED29,MED13
3281,MED31,MED13
3282,MED4,MED13
3283,MED9,MED13
3284,MIF,CDK5RAP2
3285,MSH6,FEN1
3286,MSH6,MSH2
3287,MSH6,PCNA
3288,MSH6,MCM8
3289,MSH6,HIST1H2AJ
3290,MSH6,SMARCAD1
3291,MSH6,EXO1
3292,MSH6,HIST1H2BD
3293,MSH6,ZDBF2
3294,MSH6,MCM9
3295,MSH6,C17orf53
3296,MSH6,TATDN3
3297,MYO1E,RIF1
3298,NECAP1,RIF1
3299,NUCKS1,RIF1
3300,NUMA1,RIF1
3301,OST4,RIF1
3302,PARP1,MSH6
3303,PHKG2,PHKB
3304,POLR1D,MED13
3305,PRKACA,CDK5RAP2
3306,PRPF4B,BCLAF1
3307,PTGES3,POLE
3308,PTGES3,MSH6
3309,RBM39,BCLAF1
3310,RNF40,BCLAF1
3311,SF3A1,BCLAF1
3312,SF3A2,BCLAF1
3313,SF3B1,BCLAF1
3314,SMARCAD1,MSH6
3315,SNRPA,BCLAF1
3316,SNRPB,BCLAF1
3317,SNRPC,BCLAF1
3318,SNRPF,BCLAF1
3319,SSRP1,RIF1
3320,SSRP1,POLE
3321,SSRP1,BCLAF1
3322,SSRP1,MSH6
3323,SUPT5H,BCLAF1
3324,TOP1,MSH6
3325,TOP1,BCLAF1
3326,VRK1,RIF1
3327,RAB7A,FYCO1
3328,SNX27,AHNAK2
3329,RNF43,ROR2
3330,ROR2,RNF43
3331,RNF43,ROR2
3332,RNF43,AHNAK2
3333,ATG9A,ROR2
3334,SOX2,PLCD1
3335,RNF113A,RIF1
3336,PHLPP1,PLEC
3337,PHLPP1,AHNAK2
3338,PHLPP1,AHNAK
3339,FOXC1,MSH6
3340,LMNA,RIF1
3341,FOLR1,AHNAK
3342,FOLR1,PLEC
3343,NUP43,BCLAF1
3344,NUP43,AHNAK2
3345,DTX2,ROR2
3346,NEIL3,PLEC
3347,PRMT1,BCLAF1
3348,PRMT1,PLEC
3349,PRMT1,RIF1
3350,PRMT1,PHKB
3351,MYCN,BCLAF1
3352,MYC,BCLAF1
3353,MYC,PLEC
3354,MYC,AHNAK
3355,RIF1,PPP1CA
3356,PPP1CA,RIF1
3357,C9orf78,MSH6
3358,PCBP1,AHNAK
3359,KIAA1715,PHKB
3360,PARK2,AHNAK
3361,PARK2,PLEC
3362,WWP1,BCLAF1
3363,PARP1,POLE
3364,PARP1,PHKB
3365,RNF38,PLEC
3366,RNF38,AHNAK
3367,CUL3,MSH6
3368,CUL3,FRAS1
3369,CUL3,RIF1
3370,CUL3,TNC
3371,CUL3,HSPG2
3372,CUL3,POLE
3373,CUL3,PLEC
3374,ROR2,MSX2
3375,MSX2,ROR2
3376,ROR2,MSX2
3377,STK11,BCLAF1
3378,RB1,MED13
3379,KEAP1,MED13
3380,MSH2,MSH6
3381,MSH6,UL29
3382,MSH6,UL12
3383,UL12,MSH6
3384,DCAF8L2,BCLAF1
3385,ARF6,CDK5RAP2
3386,ARF6,AHNAK
3387,ARL4C,AHNAK
3388,ARL4D,BCLAF1
3389,ARL4D,RIF1
3390,ARL13B,AHNAK
3391,ARL14,AHNAK
3392,ARL15,AHNAK
3393,HDAC6,PLEC
3394,HDAC6,AHNAK
3395,SBNO1,MSH6
3396,PLOD2,AHNAK2
3397,TNPO2,MSH6
3398,HTATSF1,BCLAF1
3399,NBN,MSH6
3400,FLNB,AHNAK
3401,WDHD1,MSH6
3402,RSL1D1,BCLAF1
3403,SMC2,MSH6
3404,AIFM1,PLEC
3405,TP53,MSH6
3406,HSPB1,AHNAK
3407,CDK1,POLE
3408,EPHX1,BCLAF1
3409,CTSD,PLEC
3410,ANXA2,AHNAK
3411,HNRNPA1,PLEC
3412,PARP1,POLE
3413,POLA1,POLE
3414,HSPA1A,AHNAK
3415,HSPD1,AHNAK
3416,TOP1,POLE
3417,TOP2A,POLE
3418,PABPC1,AHNAK
3419,PCNA,MSH6
3420,PCNA,POLE
3421,EEF2,AHNAK
3422,PLS3,PLEC
3423,DSP,AHNAK
3424,RPA2,POLE
3425,LIG1,POLE
3426,CCNA2,POLE
3427,CDK11B,BCLAF1
3428,FLNA,AHNAK
3429,CD9,BCLAF1
3430,PAICS,AHNAK
3431,PAICS,PLEC
3432,WARS,PLEC
3433,RPS3,BCLAF1
3434,AHCY,AHNAK
3435,AHCY,PLEC
3436,DDX6,PLEC
3437,RPA1,POLE
3438,DCK,MSH6
3439,POLD1,POLE
3440,PDIA3,AHNAK
3441,PDIA3,PLEC
3442,HNRNPH1,AHNAK
3443,RPA3,POLE
3444,RFC4,MSH6
3445,RFC1,MSH6
3446,MYH10,MSH6
3447,HSPA9,AHNAK
3448,MLH1,MSH6
3449,MATR3,MSH6
3450,MSH2,MSH6
3451,BRCC3,MSH6
3452,RPL5,BCLAF1
3453,POLD2,POLE
3454,PRIM1,POLE
3455,PRIM2,POLE
3456,RBM25,MSH6
3457,RBM25,FYCO1
3458,LIG4,AHNAK
3459,MRE11A,MSH6
3460,HNRNPM,AHNAK
3461,HNRNPM,PLEC
3462,KPNA2,MSH6
3463,MSH6,BLM
3464,MSH6,PPP4C
3465,MSH6,ACTR1A
3466,MSH6,PRKCZ
3467,MSH6,SRSF1
3468,MSH6,CHD3
3469,MSH6,FLII
3470,MSH6,SF3B2
3471,MSH6,PRPF4B
3472,MSH6,HDAC1
3473,MSH6,DCTN1
3474,MSH6,CAPRIN1
3475,MSH6,CHD4
3476,MSH6,RAB3GAP1
3477,MSH6,LRRFIP1
3478,MSH6,SMEK1
3479,MSH6,PBRM1
3480,MSH6,GATAD2A
3481,MSH6,SMARCC2
3482,MSH6,RAD50
3483,MSH6,SMARCC1
3484,MSH6,DDX23
3485,MSH6,NUCKS1
3486,MSH6,RAB3GAP2
3487,MSH6,BIRC6
3488,MSH6,POT1
3489,MSH6,BRE
3490,MSH6,PPP4R2
3491,MSH6,FAM120A
3492,MSH6,DCTN4
3493,MSH6,RCOR1
3494,MSH6,DICER1
3495,MSH6,USP15
3496,MSH6,IVNS1ABP
3497,PTTG1IP,BCLAF1
3498,POLE2,POLE
3499,S100A10,AHNAK
3500,RPL27,BCLAF1
3501,RPS15,BCLAF1
3502,RPL31,BCLAF1
3503,EEF1A1,PLEC
3504,FOXK1,PLEC
3505,PLOD1,AHNAK
3506,PLOD1,PLEC
3507,POLE,POLA2
3508,POLE,POLD3
3509,POLE,POLE3
3510,AHNAK,XRCC4
3511,AHNAK,SNW1
3512,AHNAK,CTTN
3513,AHNAK,CACYBP
3514,AHNAK,RRBP1
3515,AHNAK,PRRC2C
3516,IK,BCLAF1
3517,TCOF1,BCLAF1
3518,NOLC1,BCLAF1
3519,PLEC,PCBP1
3520,PLEC,ATXN2L
3521,RBBP5,PHKB
3522,DCAF8,BCLAF1
3523,AHNAK2,MIPEP
3524,AHNAK2,CPPED1
3525,C18orf25,BCLAF1
3526,IWS1,BCLAF1
3527,HIST1H2AJ,BCLAF1
3528,RTN4,BCLAF1
3529,BCLAF1,MRPS2
3530,HDAC6,TNS1
3531,ORF6,MSH6
3532,DYRK2,BCLAF1
3533,BRD4,BCLAF1
3534,PARK2,AHNAK
3535,,
